Programa;Área;Linha de Pesquisa;Usuário;Segmento;Domínio;Subdomínio;Classificação;Score;Status;Tipo Classificação;Feedback;Data de Processamento
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Tolerância a Falhas e Segurança;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.5;NASA 1: Food Production, Processing and Preservation;0.257;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Tolerância a Falhas e Segurança;;Human Health, Life Support & Habitation;26.Human Health and Performance;26.2;NASA 2: Prevention and Countermeasures;0.196;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Tolerância a Falhas e Segurança;;Human Health, Life Support & Habitation;25.Extravehicular Activity Systems;25.1;NASA 3: Pressure Garment;0.185;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Sistemas Distribuídos e Redes;;Aircraft Avionics, Systems & Equipment (AVS);63.Fire protection systems;63.4;ACARE 1: Control systems - maintenance panels, cockpit display panels, visualisation of system status, audible alerts, design (zonal configuration, redundancy, reliability, systems research, analysis of operational incidents), BITE;0.228;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Sistemas Distribuídos e Redes;;Aircraft Avionics, Systems & Equipment (AVS);56.Electrical Power Generation, Distribution & Actuation;56.1;ACARE 2: System components. generators, alternators, converters, inverters, batteries, circuit protection (circuit breakers, current limiters, automatic bus transfer), wiring, connectors, control systems, measuring instruments, warning indicators;0.209;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Sistemas Distribuídos e Redes;;Human Factors (HFA);109.Human Factors Integration, Man-machine Interface;109.2;ACARE 3: Displays - Colour, 3D display, Virtual reality, Information presentation;0.2;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Sistemas Distribuídos e Redes;;Software, Modeling, Simulation & Information Processing;44.Software Development, Engineering and Integrity;44.5;NASA 1: Architecture and Design of Software Systems;0.221;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Sistemas Distribuídos e Redes;;Propulsion Systems;1.Chemical Propulsion;1.1;NASA 2: Integrated Systems and Ancillary Technologies;0.196;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Sistemas Distribuídos e Redes;;Propulsion Systems;3.Aero Propulsion;3.1;NASA 3: Integrated Systems and Ancillary Technologies;0.174;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Engenharia de Software;;Propulsion (PRO);36.Computational Methods;36.5;ACARE 1: Development and production of software;0.457;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Engenharia de Software;;Integrated Design & Validation (IDV);91.Aeronautical Software Engineering;91.3;ACARE 2: Software implementation;0.437;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Engenharia de Software;;Integrated Design & Validation (IDV);92.Development of operational research methods & tools;92.3;ACARE 3: Development of OR tools;0.433;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Engenharia de Software;;Software, Modeling, Simulation & Information Processing;49.Ground Computing;49.2;NASA 1: Automated Exascale Software Development Toolset;0.495;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Engenharia de Software;;Software, Modeling, Simulation & Information Processing;44.Software Development, Engineering and Integrity;44.1;NASA 2: Tools and Methodologies for Software Design and Development;0.481;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Engenharia de Software;;Software, Modeling, Simulation & Information Processing;44.Software Development, Engineering and Integrity;44.8;NASA 3: Software Analysis and Design Tools;0.479;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Inteligência Artificial e Informática Industrial;;Integrated Design & Validation (IDV);90.Autonomous operation;90.8;ACARE 1: Expert systems;0.429;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Inteligência Artificial e Informática Industrial;;Integrated Design & Validation (IDV);85.Advanced information processing;85.4;ACARE 2: Command, Control, Communications & Intelligence (C3I);0.394;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Inteligência Artificial e Informática Industrial;;Integrated Design & Validation (IDV);86.Collaborative Decision Making;86.1;ACARE 3: Multi-agent systems;0.393;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Inteligência Artificial e Informática Industrial;;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.2;NASA 1: Intelligent Integrated Manufacturing;0.518;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Inteligência Artificial e Informática Industrial;;Propulsion Systems;1.Chemical Propulsion;1.1;NASA 2: Integrated Systems and Ancillary Technologies;0.435;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Sistemas Computacionais;Inteligência Artificial e Informática Industrial;;Propulsion Systems;3.Aero Propulsion;3.1;NASA 3: Integrated Systems and Ancillary Technologies;0.429;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Regulatório e Avançado de Processos da Indústria do Petróleo e Gás;;Aircraft Avionics, Systems & Equipment (AVS);63.Fire protection systems;63.3;ACARE 1: Fire suppression - halon, watermist/nitrogen flooding, environmental impact, piping, valves, on-board inert gas generation systems, hand-held extinguishing systems;0.436;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Regulatório e Avançado de Processos da Indústria do Petróleo e Gás;;Propulsion (PRO);24.Performance;24.3;ACARE 2: combustion: efficiency, stability, ignition, extinction, instabilities, active control, gaseous emissions, soots;0.375;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Regulatório e Avançado de Processos da Indústria do Petróleo e Gás;;Propulsion (PRO);38.Hydrogen in Aviation;38.7;ACARE 3: Fuel Supply Systems;0.362;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Regulatório e Avançado de Processos da Indústria do Petróleo e Gás;;Propulsion Systems;3.Aero Propulsion;3.4;NASA 1: Pressure Gain Combustion;0.361;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Regulatório e Avançado de Processos da Indústria do Petróleo e Gás;;Ground, Test & Surface Systems;55.Infrastructure Optimization;55.4;NASA 2: Propellant Production, Storage and Transfer;0.342;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Regulatório e Avançado de Processos da Indústria do Petróleo e Gás;;Propulsion Systems;3.Aero Propulsion;3.7;NASA 3: Reciprocating Internal Combustion;0.341;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Preditivo e Otimização em Tempo Real;;Aerostructures (AST);21.Noise Reduction;21.3;ACARE 1: Automatics and real time systems for the study and for the realisation of controllers;0.341;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Preditivo e Otimização em Tempo Real;;Propulsion (PRO);26.Combustion;26.9;ACARE 2: active control;0.319;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Preditivo e Otimização em Tempo Real;;Integrated Design & Validation (IDV);90.Autonomous operation;90.1;ACARE 3: Autonomous behaviour:;0.3;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Preditivo e Otimização em Tempo Real;;Aerospace Power & Energy Storage;10.Power Management and Distribution;10.1;NASA 1: Management and Control;0.421;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Preditivo e Otimização em Tempo Real;;Autonomous Systems;41.Reasoning and Acting;41.4;NASA 2: Execution and Control;0.308;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Controle Preditivo e Otimização em Tempo Real;;Thermal Management Systems;60.Thermal Control Components and Systems;60.8;NASA 3: Measurement and Control;0.281;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Otimização da Produção de Campos de Petróleo;;Innovative Concepts & Scenarios (ICS);117.Breakthrough technologies;117.3;ACARE 1: Alternative fuels;0.338;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Otimização da Produção de Campos de Petróleo;;Integrated Design & Validation (IDV);104.EcoDesign and Engineering for Sustainability;104.10;ACARE 2: Waste Management;0.286;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Otimização da Produção de Campos de Petróleo;;Propulsion (PRO);38.Hydrogen in Aviation;38.7;ACARE 3: Fuel Supply Systems;0.286;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Otimização da Produção de Campos de Petróleo;;Exploration Destination Systems;30.In-Situ Resource Utilization;30.4;NASA 1: Resource Processing for Production of Manufacturing, Construction, and Energy Storage Feedstock Materials;0.31;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Otimização da Produção de Campos de Petróleo;;Ground, Test & Surface Systems;55.Infrastructure Optimization;55.4;NASA 2: Propellant Production, Storage and Transfer;0.288;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Otimização da Produção de Campos de Petróleo;;;24.Environmental Control and Life Support Systems and Habitation Services;24.3;NASA 3: Waste Management;0.275;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Instrumentação para Processos da Indústria do Petróleo e Gás;;Aircraft Avionics, Systems & Equipment (AVS);63.Fire protection systems;63.3;ACARE 1: Fire suppression - halon, watermist/nitrogen flooding, environmental impact, piping, valves, on-board inert gas generation systems, hand-held extinguishing systems;0.395;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Instrumentação para Processos da Indústria do Petróleo e Gás;;Aircraft Avionics, Systems & Equipment (AVS);59.Environmental control System;59.4;ACARE 2: Recirculation system - CO, CO2 monitoring and removal;0.363;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Instrumentação para Processos da Indústria do Petróleo e Gás;;Aircraft Avionics, Systems & Equipment (AVS);57.Pneumatic systems;57.1;ACARE 3: Components. LP air cylinders, pressure gauges and warning lights, pipework, valves and fittings, filters, seals;0.361;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Instrumentação para Processos da Indústria do Petróleo e Gás;;Exploration Destination Systems;30.In-Situ Resource Utilization;30.4;NASA 1: Resource Processing for Production of Manufacturing, Construction, and Energy Storage Feedstock Materials;0.386;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Instrumentação para Processos da Indústria do Petróleo e Gás;;Materials, Structures, Mechanical Systems & Manufacturing;53.Manufacturing;53.1;NASA 2: Manufacturing Processes;0.367;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Instrumentação para Processos da Indústria do Petróleo e Gás;;Ground, Test & Surface Systems;55.Infrastructure Optimization;55.4;NASA 3: Propellant Production, Storage and Transfer;0.343;Em análise;Original;;
Engenharia de Automação e Sistemas - PosAutomação;Automação, Controle, Otimização e Instrumentação para Indústrias de Petróleo e Gás;Automação de Plataformas de Produção;;Aerostructures (AST);21.Noise Reduction;21.3;ACARE 1: Automatics and real time systems for the study and for the realisation of controllers;0.395;Em análise;Original;;
